"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Tuberculosis - new and relapse cases","Published","1999","Eastern Mediterranean","Low-income","Somalia","4802","4802","","",""
"Tuberculosis - new and relapse cases","Published","2004","Eastern Mediterranean","Low-income","Somalia","11747","11747","","",""
"Tuberculosis - new and relapse cases","Published","2005","Eastern Mediterranean","Low-income","Somalia","12904","12904","","",""
"Tuberculosis - new and relapse cases","Published","2006","Eastern Mediterranean","Low-income","Somalia","11864","11864","","",""
"Tuberculosis - new and relapse cases","Published","2007","Eastern Mediterranean","Low-income","Somalia","11130","11130","","",""
"Tuberculosis - new and relapse cases","Published","2012","Eastern Mediterranean","Low-income","Somalia","11975","11975","","",""
"Tuberculosis - new and relapse cases","Published","1995","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","4404","4404","","",""
"Tuberculosis - new and relapse cases","Published","1996","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","5200","5200","","",""
"Tuberculosis - new and relapse cases","Published","1997","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","4972","4972","","",""
"Tuberculosis - new and relapse cases","Published","1998","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","5417","5417","","",""
"Tuberculosis - new and relapse cases","Published","2004","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","4588","4588","","",""
"Tuberculosis - new and relapse cases","Published","2005","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","4310","4310","","",""
"Tuberculosis - new and relapse cases","Published","2006","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","3931","3931","","",""
"Tuberculosis - new and relapse cases","Published","2007","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","4218","4218","","",""
"Tuberculosis - new and relapse cases","Published","2012","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","3003","3003","","",""
"Tuberculosis - new and relapse cases","Published","1993","Eastern Mediterranean","Lower-middle-income","Tunisia","2565","2565","","",""
"Tuberculosis - new and relapse cases","Published","1994","Eastern Mediterranean","Lower-middle-income","Tunisia","2376","2376","","",""
"Tuberculosis - new and relapse cases","Published","1995","Eastern Mediterranean","Lower-middle-income","Tunisia","2383","2383","","",""
"Tuberculosis - new and relapse cases","Published","1996","Eastern Mediterranean","Lower-middle-income","Tunisia","2387","2387","","",""
"Tuberculosis - new and relapse cases","Published","2003","Eastern Mediterranean","Lower-middle-income","Tunisia","1965","1965","","",""
"Tuberculosis - new and relapse cases","Published","2004","Eastern Mediterranean","Lower-middle-income","Tunisia","1994","1994","","",""
"Tuberculosis - new and relapse cases","Published","2005","Eastern Mediterranean","Lower-middle-income","Tunisia","2079","2079","","",""
"Tuberculosis - new and relapse cases","Published","2006","Eastern Mediterranean","Lower-middle-income","Tunisia","2131","2131","","",""
"Tuberculosis - new and relapse cases","Published","2011","Eastern Mediterranean","Lower-middle-income","Tunisia","3015","3015","","",""
"Tuberculosis - new and relapse cases","Published","2012","Eastern Mediterranean","Lower-middle-income","Tunisia","3239","3239","","",""
"Tuberculosis - new and relapse cases","Published","1990","Eastern Mediterranean","Low-income","Yemen","4650","4650","","",""
"Tuberculosis - new and relapse cases","Published","1995","Eastern Mediterranean","Low-income","Yemen","14428","14428","","",""
"Tuberculosis - new and relapse cases","Published","1996","Eastern Mediterranean","Low-income","Yemen","14364","14364","","",""
"Tuberculosis - new and relapse cases","Published","1997","Eastern Mediterranean","Low-income","Yemen","12013","12013","","",""
"Tuberculosis - new and relapse cases","Published","1998","Eastern Mediterranean","Low-income","Yemen","12383","12383","","",""
"Tuberculosis - new and relapse cases","Published","2003","Eastern Mediterranean","Low-income","Yemen","10413","10413","","",""
"Tuberculosis - new and relapse cases","Published","2004","Eastern Mediterranean","Low-income","Yemen","10016","10016","","",""
"Tuberculosis - new and relapse cases","Published","2005","Eastern Mediterranean","Low-income","Yemen","9063","9063","","",""
"Tuberculosis - new and relapse cases","Published","2006","Eastern Mediterranean","Low-income","Yemen","8468","8468","","",""
"Tuberculosis - new and relapse cases","Published","2012","Eastern Mediterranean","Low-income","Yemen","9867","9867","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Lower-middle-income","Albania","628","628","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Lower-middle-income","Albania","707","707","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Lower-middle-income","Albania","641","641","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Lower-middle-income","Albania","738","738","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Lower-middle-income","Albania","555","555","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Lower-middle-income","Albania","594","594","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Lower-middle-income","Albania","555","555","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Lower-middle-income","Albania","547","547","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Lower-middle-income","Albania","431","431","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Lower-middle-income","Albania","422","422","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Lower-middle-income","Albania","408","408","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Andorra","24","24","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Andorra","21","21","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Andorra","15","15","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Andorra","24","24","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Andorra","12","12","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Andorra","10","10","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Andorra","5","5","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Andorra","11","11","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Andorra","4","4","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Andorra","8","8","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Andorra","7","7","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Andorra","3","3","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Lower-middle-income","Armenia","590","590","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Lower-middle-income","Armenia","741","741","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Lower-middle-income","Armenia","235","235","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Lower-middle-income","Armenia","1051","1051","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Lower-middle-income","Armenia","1381","1381","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Lower-middle-income","Armenia","1488","1488","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Lower-middle-income","Armenia","1333","1333","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Lower-middle-income","Armenia","1389","1389","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Lower-middle-income","Armenia","1767","1767","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Lower-middle-income","Armenia","1682","1682","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Lower-middle-income","Armenia","1655","1655","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Lower-middle-income","Armenia","1560","1560","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Austria","1521","1521","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Austria","1426","1426","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Austria","1354","1354","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Austria","1394","1394","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Austria","1302","1302","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Austria","1085","1085","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Austria","1185","1185","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Austria","928","928","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Austria","855","855","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Austria","811","811","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Austria","686","686","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Lower-middle-income","Azerbaijan","2620","2620","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Lower-middle-income","Azerbaijan","2771","2771","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Lower-middle-income","Azerbaijan","2821","2821","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Lower-middle-income","Azerbaijan","3036","3036","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Lower-middle-income","Azerbaijan","4672","4672","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Lower-middle-income","Azerbaijan","4654","4654","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Lower-middle-income","Azerbaijan","5187","5187","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Lower-middle-income","Azerbaijan","4898","4898","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Lower-middle-income","Azerbaijan","5521","5521","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Lower-middle-income","Azerbaijan","7632","7632","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Lower-middle-income","Azerbaijan","9462","9462","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Lower-middle-income","Azerbaijan","7550","7550","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Belgium","1577","1577","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Belgium","1462","1462","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Belgium","1348","1348","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Belgium","1263","1263","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Belgium","1203","1203","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Belgium","1124","1124","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Belgium","1128","1128","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Belgium","1076","1076","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Belgium","1043","1043","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Belgium","955","955","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Belgium","939","939","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Bulgaria","2606","2606","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Bulgaria","3096","3096","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Upper-middle-income","Bulgaria","3213","3213","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Upper-middle-income","Bulgaria","5296","5296","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Bulgaria","3349","3349","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","Bulgaria","3862","3862","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Upper-middle-income","Bulgaria","3335","3335","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Upper-middle-income","Bulgaria","3263","3263","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Bulgaria","2944","2944","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Bulgaria","2696","2696","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Bulgaria","2412","2412","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Upper-middle-income","Bulgaria","2172","2172","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Bosnia and Herzegovina","4073","4073","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Bosnia and Herzegovina","3546","3546","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Bosnia and Herzegovina","600","600","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Upper-middle-income","Bosnia and Herzegovina","680","680","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Bosnia and Herzegovina","2711","2711","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Bosnia and Herzegovina","2923","2923","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Bosnia and Herzegovina","2476","2476","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","Bosnia and Herzegovina","2469","2469","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Bosnia and Herzegovina","2373","2373","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Bosnia and Herzegovina","1719","1719","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Bosnia and Herzegovina","1725","1725","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Bosnia and Herzegovina","1321","1321","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Belarus","3039","3039","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Belarus","3745","3745","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Upper-middle-income","Belarus","5598","5598","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Upper-middle-income","Belarus","5985","5985","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Belarus","6150","6150","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Belarus","7339","7339","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Upper-middle-income","Belarus","5443","5443","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Upper-middle-income","Belarus","5308","5308","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Upper-middle-income","Belarus","5142","5142","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Belarus","5351","5351","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Belarus","5126","5126","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Switzerland","1278","1278","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Switzerland","1134","1134","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Switzerland","765","765","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Switzerland","747","747","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Switzerland","750","750","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Switzerland","724","724","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Switzerland","551","551","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Switzerland","514","514","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Switzerland","473","473","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Switzerland","420","420","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Switzerland","416","416","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Cyprus","29","29","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Cyprus","36","36","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Cyprus","24","24","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Cyprus","47","47","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Cyprus","45","45","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Cyprus","35","35","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Cyprus","30","30","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Cyprus","34","34","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Cyprus","36","36","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Cyprus","63","63","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Czech Republic","1937","1937","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Czech Republic","1969","1969","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Czech Republic","1834","1834","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Czech Republic","1805","1805","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Czech Republic","1605","1605","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Czech Republic","1027","1027","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Czech Republic","973","973","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Czech Republic","941","941","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Czech Republic","790","790","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Czech Republic","565","565","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Germany","12982","12982","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Germany","12198","12198","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Belarus","5250","5250","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Belarus","5098","5098","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Upper-middle-income","Belarus","4697","4697","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Upper-middle-income","Belarus","4783","4783","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Switzerland","987","987","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Switzerland","930","930","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Switzerland","924","924","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Switzerland","830","830","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Switzerland","577","577","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Switzerland","549","549","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Switzerland","594","594","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Switzerland","572","572","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Switzerland","463","463","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Switzerland","503","503","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Switzerland","508","508","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Switzerland","524","524","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Cyprus","43","43","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Cyprus","39","39","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Cyprus","37","37","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Cyprus","37","37","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Cyprus","39","39","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Cyprus","33","33","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Cyprus","40","40","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Cyprus","20","20","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Cyprus","41","41","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Cyprus","48","48","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Cyprus","54","54","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Cyprus","61","61","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Cyprus","51","51","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Czech Republic","2079","2079","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Czech Republic","1986","1986","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Czech Republic","1864","1864","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Czech Republic","1960","1960","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Czech Republic","1834","1834","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Czech Republic","1414","1414","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Czech Republic","1291","1291","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Czech Republic","1156","1156","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Czech Republic","1128","1128","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Czech Republic","807","807","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Czech Republic","702","702","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Czech Republic","627","627","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Czech Republic","569","569","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Germany","14653","14653","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Germany","13474","13474","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Germany","14113","14113","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Germany","14161","14161","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Germany","10440","10440","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Germany","9974","9974","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Germany","9064","9064","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Germany","6959","6959","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Germany","5143","5143","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Germany","4657","4657","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Germany","4136","4136","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Germany","4294","4294","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Denmark","495","495","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Denmark","448","448","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Denmark","484","484","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Denmark","554","554","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Denmark","529","529","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Denmark","391","391","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Denmark","356","356","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Denmark","395","395","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Denmark","342","342","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Denmark","359","359","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Spain","7600","7600","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Spain","9007","9007","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Spain","9703","9703","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Spain","8927","8927","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Spain","8393","8393","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Spain","7993","7993","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Spain","6851","6851","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Spain","7347","7347","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Spain","7753","7753","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Spain","7592","7592","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Spain","6765","6765","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Estonia","532","532","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Estonia","623","623","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Estonia","624","624","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Estonia","683","683","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Estonia","708","708","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Estonia","620","620","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Estonia","583","583","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Estonia","537","537","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Estonia","361","361","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Estonia","283","283","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Estonia","296","296","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Estonia","259","259","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Finland","772","772","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Finland","771","771","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Finland","645","645","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Finland","573","573","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Finland","629","629","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Finland","565","565","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Finland","339","339","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Finland","280","280","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Finland","300","300","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Finland","331","331","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","France","9551","9551","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","France","9093","9093","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","France","8723","8723","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","France","7656","7656","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","France","5814","5814","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","France","5709","5709","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","France","6028","6028","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","France","5127","5127","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","France","2890","2890","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","France","4801","4801","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","France","4681","4681","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","United Kingdom","5908","5908","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","United Kingdom","6088","6088","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","United Kingdom","6238","6238","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","United Kingdom","6355","6355","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","United Kingdom","6176","6176","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","United Kingdom","6183","6183","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","United Kingdom","6220","6220","","",""
