"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Slovenia","134","134","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Sweden","616","616","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Sweden","537","537","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Sweden","564","564","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Sweden","497","497","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Sweden","394","394","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Sweden","375","375","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Sweden","396","396","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Sweden","429","429","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Sweden","539","539","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Sweden","623","623","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Sweden","544","544","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Sweden","593","593","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Low-income","Tajikistan","2116","2116","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Low-income","Tajikistan","1671","1671","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Low-income","Tajikistan","652","652","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Low-income","Tajikistan","892","892","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Low-income","Tajikistan","2553","2553","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Low-income","Tajikistan","2779","2779","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Low-income","Tajikistan","3508","3508","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Low-income","Tajikistan","4052","4052","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Low-income","Tajikistan","6297","6297","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Low-income","Tajikistan","6396","6396","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Low-income","Tajikistan","7210","7210","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Low-income","Tajikistan","6994","6994","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Lower-middle-income","Turkmenistan","2751","2751","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Lower-middle-income","Turkmenistan","1939","1939","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Lower-middle-income","Turkmenistan","2072","2072","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Lower-middle-income","Turkmenistan","3438","3438","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Lower-middle-income","Turkmenistan","3671","3671","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Lower-middle-income","Turkmenistan","4329","4329","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Lower-middle-income","Turkmenistan","3382","3382","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Lower-middle-income","Turkmenistan","3191","3191","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Turkey","24468","24468","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Turkey","25501","25501","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Turkey","22088","22088","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Turkey","18038","18038","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","Turkey","17263","17263","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Upper-middle-income","Turkey","19629","19629","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Slovenia","214","214","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Slovenia","208","208","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Slovenia","186","186","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Sweden","557","557","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Sweden","521","521","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Sweden","610","610","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Sweden","456","456","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Sweden","446","446","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Sweden","479","479","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Sweden","417","417","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Sweden","490","490","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Sweden","460","460","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Sweden","515","515","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Sweden","627","627","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Low-income","Tajikistan","2460","2460","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Low-income","Tajikistan","2029","2029","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Low-income","Tajikistan","1647","1647","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Low-income","Tajikistan","2143","2143","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Low-income","Tajikistan","2448","2448","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Low-income","Tajikistan","8741","8741","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Low-income","Tajikistan","4529","4529","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Low-income","Tajikistan","5460","5460","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Low-income","Tajikistan","5365","5365","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Low-income","Tajikistan","7035","7035","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Low-income","Tajikistan","6508","6508","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Lower-middle-income","Turkmenistan","2325","2325","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Lower-middle-income","Turkmenistan","2358","2358","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Lower-middle-income","Turkmenistan","2074","2074","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Lower-middle-income","Turkmenistan","3839","3839","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Lower-middle-income","Turkmenistan","4092","4092","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Lower-middle-income","Turkmenistan","4038","4038","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Lower-middle-income","Turkmenistan","3948","3948","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Lower-middle-income","Turkmenistan","3223","3223","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Lower-middle-income","Turkmenistan","3428","3428","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Lower-middle-income","Turkmenistan","3757","3757","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Lower-middle-income","Turkmenistan","3157","3157","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Lower-middle-income","Turkmenistan","3230","3230","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Turkey","25166","25166","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Turkey","25455","25455","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Upper-middle-income","Turkey","22981","22981","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Upper-middle-income","Turkey","20212","20212","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Upper-middle-income","Turkey","25685","25685","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Upper-middle-income","Turkey","18043","18043","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Upper-middle-income","Turkey","17923","17923","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Upper-middle-income","Turkey","17543","17543","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Upper-middle-income","Turkey","19744","19744","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Turkey","15879","15879","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Upper-middle-income","Turkey","15054","15054","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Upper-middle-income","Turkey","14139","14139","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Lower-middle-income","Ukraine","20622","20622","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Lower-middle-income","Ukraine","21459","21459","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Lower-middle-income","Ukraine","23414","23414","","",""
